movie,sentence,score
용과 주근깨 공주,씨발 이렇게 보고나서 열받은 작품은 처음. 어디라도 분노를 표출해야될거같아서 처음으로 평점을 남겨봄. 진짜 그냥 스토리가 처음부터 끝까지 말이 안됨. 주인공이란 애는 갑자기 길가다 토를 싸지르지않나. 애초에 왜 저런 캐릭터들이 나온건지 설득도 안시켜주고 끝까지 이해가 안됨. 걍 설득이 안됨. 호소다 마모루가 개씹개꿈 꾼걸 영화로 만들어놓은거같음. 그냥 생각나는대로 싸질러놓은 쓰레기임. 용인지 씨발 낙타인지 뭐가 중요한짇 ㅗ모르겠고 개씨발 진짜 생각할수록 열만받음. 개병신같음 이렇게 영화보고 화난게 처음이라 걍 열받은걸 써놓은거임 평이라 보지마셈. 갑자기 아동학대 씨발 얘기나오더니만 도쿄로 갑자기 주인공이 처올라가더니만 눈깔 좀 째려봤더니 아동학대범이 넘어지더니 짜잔 해결됨 씨발 말이 됨? 꺼져!!!! 이건 똥임. 진짜 ㄹㅇ 독이 묻은 똥임 계속 열받음,1
닥터 스트레인지: 대혼돈의 멀티버스,개인적으로 마블 엄청 팬인데 너무 별로 였음 마블 특유의 장난끼ㅠ 드립이 없구 ㅠ 아쉬웟어요 감독이 바껴서 왜 영화를 망쳐 논건지 공포영화 만드는 사람이 스파이더맨도 망쳐 놓더니 이번에도 망쳐 놨네.. 잔인하구,4
모비우스,액션영화의 재미 제대로 느꼈습니다. 연기도 좋고,8
범죄도시2,극장의 부활을 알리는 신호탄이 되어줄 영화!,10
그대가 조국,평점이 편파적이네요. 이야.. 말도안된다 정말..,1
그대가 조국,그대가 조국이라니 존나 끔찍하네,1
그대가 조국,조국교수님의 진실이 널리 알려지기 바랍니다 특히 언론에서 보도된 내용만 보고 검찰이나 사법부의 수사와판결이 공정하다고 믿는 분들에게 권하고 싶어요,10
범죄도시2,"근래에 본 영화 중 제일 재밌었음. 닥터, 스파이더, 배트...  보다 더 재밌었음. 그냥 생각없이 편하게 보면 됩니다. 팡~팡~! 타격감이 질리지 않고 속 시원!  마동석 캐릭터 뻔하다고 해도 이 시리즈는 계속 나왔으면 좋겠네요. 다음엔 청불~~ ",10
샤크 베이트,관객수 1명 ㅋㅋㅋㅋ 보는 내내 웃겨 죽는 줄 알았네 세상에  이런 영화는 없었다 관객수 1명인것도 감사하게 생각 해라 감독아 ㅋ,1
그대가 조국,뻔뻔함으로 무장한 수준급 연기실력,2
오마주,구리고 촌스럽다. 별로임,2
범죄도시2,유치할수있는 대사들이 연기력으로 웃음포인트가 되어주는듯.,10
몬스터 싱어: 매직 인 파리,아이들과 즐거운 시간을 보냈네요~OST도 좋고 캐릭터들도 사랑스럽네요~,10
지푸라기라도 잡고 싶은 짐승들,전도연 나오는 부분부터 흥미로워짐.그 전에는 너무 뻔하디 뻔한 식상한 스토리여서 실망할 뻔. 근데 그냥 끝나지 않고 비틀기가 있어서 중반 이후부터 볼만합니다. 믿고 보는 전도연 이네요. ,6
범죄도시2,3편 4편 쭉~만들어 주세요!!♡손석구 배우님 연기에 신들리신듯!!!!♡,10
와이키키 브라더스,이얼 배우님. 기사보고 들어와봤습니다. 안타깝네요. 편히 쉬세요,10
닥터 스트레인지: 대혼돈의 멀티버스,닥스1 안 보고 봤는데도 재밌었어용 굿,10
쥬라기 월드: 폴른 킹덤,쥬라기 시리즈를 이꼴로 만든것도 대단함,1
범죄도시2,진짜 재밌었어요!! 많이 잔인한가? 라고 생각하면서도 은근히 나오는 개그씬들이 너무 재밌어서 좋았어요! 쿠키영상이 있을까 싶어 기다렸는데 없어서 아쉬울정도더라고요ㅠㅠㅠㅠ 진짜 모든 배우님들 너무 좋았어요!! ㅠㅠㅠ,10
범죄도시2,너무재미있어요오랜만에 영화관가서 보니 좋아요,10
자산어보,재밌어요!보면서도 책을 보는듯 생각을 하게 만드는 매력에 시간 가는줄 모르고 보았습니다.,10
그대가 조국,조국의 연기에 감동받음,1
그대가 조국,좀 있으면 감옥연대기도 영화 나오겠네,1
범죄도시2,마동석 짱!!  출연진연기들도좋았고  시간가는줄모르고  잼있게봤네요~~!!,10
장산범,공포영화로서 매력을 잘 보여주는 영화였는데 결말이 아쉬워요,6
닥터 스트레인지: 대혼돈의 멀티버스,완다비전 보고 봐야 이해가 될듯..,7
앵커,"이제는 메인뉴스도 바뀌여야 할때, 딕션만 좋으면 뭐해 전달이 약한데",5
극한직업,재밌어요!,10
범죄도시2,전 1편이 더 재미낫네요. 너무 기대를 햇나봄니다.ㅠ,6
그대가 조국,이것도 영화인가 소설인가,1
그대가 조국,"애초에 잘못을 저지르지 않았으면 아무 문제 없었을 일, 무능한 부도덕자.",1
그대가 조국,대사에 나온대로 판사와 검사는 사사로이 재판을 하는구나~~최종재판후에 어느 교수님의 허허로운 눈빛이 슬펐어요,10
담보,너무 울면서 밨음. 감동적..아..아직도 여운이 가시질 않네.. 최고의 영화 감사합니다,10
오마주,기대도 많이 했는데 기대보다 더더 좋았어요. 주변 친구들에게 마구 추천하려구요!!! ,10
범죄도시2,구씨보러 갔는데 재밌게 보고 왔네요. 시간 가는 줄 모르고 ㅎㅎ,8
범죄도시2,손석구 진짜 연기 잘함보고나면 속시원함,10
그대가 조국,보고 있는데 현재진행 중 인 공포여서너무 무섭고   가슴이 아팠습니다,10
우리의 아버지,진짜 이게 말이되나요.. 역겨워요,10
그대가 조국,조로남불의 어원과 기원이 담긴 영화. 마블로 치면 이터널스 같은 포지션. ,1
범죄도시2,넘 재밌게 봤어요ㅋㅋ 오랜만에 영화관가서 봤는데 완전 기분전환 굿!  반장 티셔츠가 계속생각남ㅋㅋ ,10
범죄도시2,상당히 재미있어요 구우웃,10
신비한 동물들과 덤블도어의 비밀,"끊기는듯한 전개와 신비롭지 않은 가방, 빛바랜 배우들",5
범죄도시2,진짜 역대급 재밌어요 ㅠㅠ 역시는 역시다.,10
어부바,연출도 배우도 연기도 아깝지 않은 그저 내돈이 아까운,1
그대가 조국,검수완박했잖소 그만 징징대라 지겨운생퀴들,2
우연과 상상,"1부와 2부는 저급한 얘기를 영화라는 포장지로 고급지게 포장한 느낌이라 별로였지만, 3부는 감동적이었다. &amp;#39;너에게 이 만남이 큰 의미일 거 같아서&amp;#39; 라는 말이 잔향처럼 맴돈다.",6
뜨거운 피,전달엔 문제가 많고 연기엔 문제가 없다.끝도 없는 세상에 끝을 보려한다 밑이나 위나,7
그대가 조국,검찰과 국민의힘의 추악한 모습을 볼 수있다. ,10
범죄도시2,재미있게 봤어요~1과 비슷한 흐름~근데 이게15세관람가인가요? 잔인해요,10
범죄도시2,2시간을 지루할 틈 없이 넘넘 잼있게 봤어요 ,10
그대가 조국,진실은 언젠가 밝혀지리라 믿습니다.,10
그대가 조국,진실은 언젠가 밝혀지리라 믿습니다.,10
그대가 조국,꼭 봐야 하는 영화 검찰 공화국은 없어져야 한다,10
그대가 조국,우상숭배는 인류의 습성,1
슈퍼 사이즈 미,어릴때 이 영화가 나름 이슈가 되었고 패스트푸드에 대한 부정적 인식이 확산됐던 기억이 있다. 지금 와서보니 쓰래기같은 선동에 불과하다.,1
범죄도시2,기대한 것 만큼 매우 재미있는 영화 였습니다. 범죄도시 1 보다 더 재밌었습니다. 극장 안에서도 관람객들의 웃음 소리가 끊기질 않았고 1시간 40분이라는 러닝타임 내내 지루한 부분이 없었고 꽉찬 스토리와 내용이 너무 재밌었습니다. 한 번 더 보고 싶은 영화로 남녀노소 모두에게 추천하고 싶습니다.,10
비터 문,왓챠...머하니?좀 보여주세요^~^,6
"좋은 놈, 나쁜 놈, 이상한 놈",우리나라 최초의 서부스턴 영화 몇번을 봐도 질리지 않음.ㅎ,8
그대가 조국,역겨움.위조범 미화 픽션. ,1
범죄도시2,마동석 액션보러 가는 맛이죠 시원시원합니다 스트레스 풀려요!,10
범죄도시2,와 솔직히 잔인한 영화 안좋아해서 범죄도시1은 겨우 끌려가다 싶이 보고 잘봤는데 2도 진짜 장난없네요. 시간가는줄 모르고 봤습니다 강력 추천합니다!,9
범죄도시2,시원하고 통쾌하고 잼있어요,10
배드 가이즈,구식도 세련되게 진화시키는 기술력에 매료,7
범죄도시2,중간중간에 웃긴 포인트 ㅋㅋㅋㅋ 연기는 뭐 다들 잘하시고,10
그대가 조국,각자 멋진 소설이네요 없는사실을 지어내기 잘하는군,1
그대가 조국,검찰이 어떤 조직인지 알게 되었습니다. 조국장관님께 너무 큰 마음의 빚을 졌네요. 명예 회복하시는 날이 속히 오기를 간절히 바랍니다. 많은 분들이 관람하셨음 좋겠습니다. ,10
닥터 스트레인지: 대혼돈의 멀티버스,"우리가 원한건 이런게 아니기에 대혼돈이 맞긴한데,,그냥저냥인듯",6
그대가 조국,대한민국 국민이라면 꼭 봐야 할 영화인거 같습니다,10
그대가 조국,검찰이  과연 국민을 위해 존재하는가?검찰에 대항하는 자 누구든 가만두지 않겠다.무섭다.이 나라가 과연 자유민주주의 국가가 맞는 것인가?,10
1987,역사를 영화로 배우지 마라,5
그대가 조국,역사에 남을 사건이다.  꼭 기억하마,10
몬스터 헌터,ㄹㅇ 시작할때 &amp;#39;오 이거 개연성 살렸나?&amp;#39; 했는데 응 ㅋㅋㅋ 그딴거 없어 차라리 게임 스토리 그대로 따라만 갔어도 흥했을텐데,3
범죄도시2,너무 재밌게 잘 봤습니다!,10
닥터 스트레인지: 대혼돈의 멀티버스,스엑으로 보십시오! 절제된 수준으로 본인의 특기를 살린 샘 레이미 감독의 톤이 취향. 어벤저스가 없는 새로운 페이즈에 몇 안 되는 윗세대로서 닥스의 성장기,7
그대가 조국,보는내내 한숨이 나오네요. 픽션일까요? 아니라고 봅니다,10
범죄도시2,그냥 너무 재밌음 ㅠ 진짜 웃기고 마동석 너무 멋있음!! 짱짱 ,10
그대가 조국,조국 당신이 있어 버틸 수 있습니다. 감사합니다.,10
그대가 조국,영화보는 내내 정유라씨가 생각나더라. 영화조차도 버리는 자가 있으면서 다루는 내용이 정반대라 소름끼친다,6
그대가 조국,감사합니다 대선승리에 기여해주신 사시노패스 전장관님!,2
범죄도시2,다른건 둘째치고 보는맛이 시원시원함1편에 밀리지않음,10
그대가 조국,정말 화가 나네요! 모든 국민이 꼭 봐야 되는 영화입니다. ,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌게 봤는데 호불호가 많이 갈리네요 추천합니다,10
범죄도시2,마동석은 무조건 기본은한다.,8
그대가 조국,와 진짜 충격먹음 내가 알던거랑 완전히 다른 스토리 진짜 검수완박이 왜 필요한지 느낌,10
캐스트 어웨이,처음 봤을땐 생존기에 기억에 남는다. 세월이 흘러 결혼뒤에 보면 후반부가 너무 공감되고 가슴 먹먹해진다.,8
범죄도시2,"1편은 워낙 신선한 충격이라 임팩트가 강했지만 2편은 보통이었다.하지만 그래도 재밌었고, 잘됐으면 좋겠다!!!",10
그대가 조국,조국을 지키는 보람찬 길에서 우리는 젊음을 함께 사르며 깨끗이 피고 질 무궁화 꽃이다,1
범죄도시2,타격감 좋고 코드 좋고 특히나 빌런이 좋다. 8편까지 기획했다는데 개인적으론 극한직업의 관객수를 넘어섰으면 한다.,9
범죄도시2,1이 있는 영화라 그런지비교 하면서 보게 되더라구요..19세에서 15세로 내려가서 그런가 영화 전반적으로 1만큼 어둡지 않고 좀 들뜬 느낌이랄까... 다크한거 기대 했는데 기대 보다는 약했다는 느낌..악역이 윤계상 만큼의 임팩트가 없어서 아쉬웠다..,6
그대가 조국,누구나 조국이 될 수 있다,10
신비한 동물들과 덤블도어의 비밀,"더욱 좋아진 배우들의 연기 합, 감독의 연출은 아쉬움이 많다.",8
우연과 상상,우연을 주제로 하마구치가 상상한 마법 같은 이야기들,9
쇼생크 탈출,희대의 명작을 보았습니다,10
어부바,재밌게 보고 싶은데 아역 포함 배우들 연기가 붕 떠보이고 어색함... 몰입 방해...이슬인가.. 아빠돌아가셨는데 아빠아아앜 비명을 지름... 후.. 공포영환줄..,2
"파리, 13구",외로움을 느끼는 네 명의 젊은 남녀가 사랑을 발견하는 과정이 흥미진진하다,8
그대가 조국,안부끄럽냐ㅋㅋ서울대에 사의표명한적 없쥬?구라치다 또 걸렸쥬?,1
그대가 조국,"법과 원칙 공정과 상식을 무너트린 자들이 장악한 정권. 조중동 이 뛰워준  기사로 뉴스마다 도배질로~ 국민의 반과 0,73%가  세뇌됨. 위대한 검찰독재 윤수령님과 르몽드 지에서 격찬한 김여사님 만세!",10
오마주,꿈을 버리지 않은 모든 이들을 위한 헌사,7
닥터 스트레인지: 대혼돈의 멀티버스,점점 심해지던 mcu의 진입장벽이 이 영화를 시작으로 아주 높아질듯,8
이집트 왕자,모세스토리를 재밌게 봤음,6
닥터 스트레인지: 대혼돈의 멀티버스,ㅋㅋㅋ 좀비만 빼면 괜찮음,10
범죄도시2,1보다 적나라하게 묘사하지 않았지만 더 아파보이는 액션신을 가능케한 어마어마한 타격음. 음향팀에 상줘야하지 않을까 ㅋㅋ,8
범죄도시2,역시 모든게 최고재미로는 역대 최고수준,10
그대가 조국,"최대한 중힙적으로 볼려고 했다. 보면서 생각한게 현 한동훈 장관님을 저렇게 조사하면 저렇게 털리지 않을까? 생각해 본다. 당사자, 가족, 그 주변인물들까지...검찰개혁이 꼭 필요하다? 그건 모르겠다 한편으로는 필요하다 느끼지만 또 한편으로는 특정집단에 엄청난 권력을 쥐게 해 주는 것이 아닌가... 진짜 윤석열 대통령께서 공정을 말하신다면 여 야 할것 없이, 친분 그런거 없이 공정한 5년을 만들기를 바랄 뿐이다. ",10
그대가 조국,부끄러운 줄 알면 정의롭게 삽시다요사람 ㅂㅅ만드는거 ㅈㄴ쉽네요조국전장관이 모티브지만  국민들이 알아야 할 것이 여기에 있습니다,10
닥터 스트레인지: 대혼돈의 멀티버스,말모말모 그냥 보는것만으로도 행복함...,10
그대가 조국,슬퍼서 눈물이 앞을가립니다.먹먹하네요... ,1
